transID,payUserID,typeCard,userName,userSex,userBirthYear,corridorID,corridorName,direction,payAmount,transDate,tapInHour,tapOutHour,routeName,routeID,bankID,duration
UAUH943Z6A09ZY,4726554349155,online,R.A. Betania Maulana,F,1975,JAK.27,Pulo Gebang - Rorotan,berangkat,0,2023-04-18,1900-01-01 18:56:20,1900-01-01 20:51:35,Sbr. Masjid At Taqwa Karang Tengah-Jln. Rorotan IX Gg. IV,A164,B002,01:55:15
ZBTO401J6U44FO,4992399872617,online,Cengkal Lestari,M,1970,JAK.25,Kp. Rambutan - Kalisari,berangkat,0,2023-04-17,1900-01-01 19:37:32,1900-01-01 21:26:46,Sbr. Jln. Damai Kalisari-Term. Kampung Rambutan,A193,B002,01:49:14
HHSP443Q3S91XG,180074978149455,emoney,"R.A. Vivi Utama, S.T.",M,1969,4B,Stasiun Manggarai - UI,arah balik,3500,2023-04-18,1900-01-01 20:53:38,1900-01-01 22:06:39,Poltek Bunda Kandung-St. Lenteng Agung 1,A57,B003,01:13:01
AQJJ214M1Y31EC,2720484776954605,dki,Bancar Irawan,M,1999,3B,Rusun Flamboyan - Cengkareng,berangkat,0,2023-04-20,1900-01-01 16:38:26,1900-01-01 18:08:36,Puskesmas Cengkareng-Perumahan KFT 1,A98,B001,01:30:10
QTHD847W2E83GX,3501420578252437,dki,Yessi Tamba,F,2007,1H,Tanah Abang - Stasiun Gondangdia,berangkat,3500,2023-04-05,1900-01-01 06:55:59,1900-01-01 08:44:56,SMKN 38-DPRD DKI Jakarta,A194,B001,01:48:57
OBHU016K7W96EZ,4071577362475,online,Jaeman Natsir,F,1991,11C,Rusun Pinus Elok - Rusun Pulo Gebang,arah balik,0,2023-04-17,1900-01-01 18:52:35,1900-01-01 20:18:59,Gg. Sawo 2-Pintu Masuk PIK 2,A195,B002,01:26:24
BZKC855W2D24RA,571979859337,flazz,Queen Tarihoran,M,1983,5,Matraman Baru - Ancol,berangkat,3500,2023-04-04,1900-01-01 08:31:01,1900-01-01 10:30:50,Budi Utomo-Pal Putih,A196,B006,01:59:49
NZDM762D1F03OU,4969284110642,online,"Hj. Ophelia Haryanti, S.Sos",M,2002,9E,Kebayoran Lama - Jelambar,berangkat,3500,2023-04-07,1900-01-01 05:03:40,1900-01-01 05:37:11,Apartemen Simprug Teras-Pasar Kebayoran Lama,A197,B002,00:33:31
WBJF493E4O97NF,2295833910329055,dki,Taufik Farida,F,1981,JAK.02,Kampung Melayu - Duren Sawit,berangkat,0,2023-04-05,1900-01-01 17:19:49,1900-01-01 18:30:07,Masjid Jami Attaubah 2-Term. Kampung Melayu,A198,B001,01:10:18
MQTA952J5M33QB,6011047676641058,dki,Sutan Kariman Situmorang,F,2012,2A,Pulo Gadung - Rawa Buaya via Balai Kota,berangkat,3500,2023-04-28,1900-01-01 21:54:12,1900-01-01 23:50:03,RS Islam-Cempaka Timur,A199,B001,01:55:51
DWCX862K0W28ZF,378459243668060,emoney,"Nurul Handayani, S.Ked",M,1995,S31,Bintaro - Fatmawati,berangkat,20000,2023-04-25,1900-01-01 07:29:02,1900-01-01 08:28:45,St. MRT Fatmawati-Jln. Kaimun Jaya,A200,B003,00:59:43
ZBTY804O2B11JD,213100930486734,emoney,Laras Mandala,F,1987,JAK.71,Kampung Rambutan - Pinang Ranti,berangkat,0,2023-04-15,1900-01-01 19:41:23,1900-01-01 19:57:44,Pondok Gede Raya-SMPN 263,A201,B003,00:16:21
NLST163N8U04MF,213121690546749,emoney,Pranata Wahyudin,F,2009,JAK.36,Cilangkap - Cililitan,arah balik,0,2023-04-13,1900-01-01 06:03:14,1900-01-01 06:54:20,Ps. Kramat Jati 2-Jln. Olahraga 1 Raya Bogor,A202,B003,00:51:06
BGIH664N7Y72YQ,4492109252403353,dki,Bakiman Mahendra,M,1983,JAK.24,Senen - Pulo Gadung via Kelapa Gading,arah balik,0,2023-04-25,1900-01-01 18:36:34,1900-01-01 19:35:45,Simpang Gunung Sahari III-Term. Senen,A31,B001,00:59:11
JREJ758W1F76QN,3540608831782736,dki,Jasmani Tamba,M,2002,6P,Cibubur - Kuningan,arah balik,20000,2023-04-19,1900-01-01 19:45:24,1900-01-01 21:25:26,Kuningan Timur 2-Kemenkes 1,A203,B001,01:40:02
ISES386R2S56TQ,4511533243601477,dki,Wawan Wacana,M,2009,JAK.72,Kampung Rambutan - Pasar Rebo via Poncol,arah balik,0,2023-04-18,1900-01-01 09:53:20,1900-01-01 10:27:14,Kel. Susukan-Simpang Raya Bogor Suci,A204,B001,00:33:54
BULX792K0F29PG,6011718928121822,dki,Ade Halimah,F,1993,1R,Senen - Tanah Abang,berangkat,3500,2023-04-13,1900-01-01 17:07:39,1900-01-01 18:54:38,Jln. Taman Jatibaru Timur-SMKN 38,A205,B001,01:46:59
HDTZ442L2B98DW,4744480387450088900,brizzi,Galur Riyanti,F,1980,JAK.44,Andara - Stasiun Universitas Pancasila,arah balik,0,2023-04-25,1900-01-01 06:00:11,1900-01-01 06:56:10,Jln. H. Terin Pangkalan Jati-Kav Polri Blok E Jagakarsa,A206,B005,00:55:59
ZJYP842L9V53JB,371171976930370,emoney,Gilang Susanti,F,2004,JAK.06,Kampung Rambutan - Pondok Gede,berangkat,0,2023-04-13,1900-01-01 06:53:08,1900-01-01 08:23:16,Griya Kukila Halim Perdanakusuma-Pondok Molek,A207,B003,01:30:08
CVED463C1O97CG,4326140619726764858,brizzi,Murti Kurniawan,M,2010,6T,Pasar Minggu - Velbak,berangkat,3500,2023-04-25,1900-01-01 17:57:06,1900-01-01 19:48:14,Sbr. Jln. Barito II-Sbr. Jln. Pangeran Antasari,A208,B005,01:51:08
ICMX877U9I58XJ,4798412351689028870,brizzi,Warsa Gunawan,F,1986,5B,Stasiun Tebet - BNN,berangkat,3500,2023-04-13,1900-01-01 16:38:41,1900-01-01 18:11:15,BNN LRT-St. Tebet 1,A103,B005,01:32:34
XZIA473H7T06HQ,3564356712043346,dki,"Mila Ardianto, S.Pt",M,1971,10H,Tanjung Priok - Blok M,arah balik,3500,2023-04-26,1900-01-01 06:45:42,1900-01-01 07:59:50,Masjid Agung-Kejaksaan Agung,A209,B001,01:14:08
VMLA849X8Q08MN,4511533243601477,dki,Wawan Wacana,M,2009,JAK.72,Kampung Rambutan - Pasar Rebo via Poncol,berangkat,0,2023-04-05,1900-01-01 20:37:57,1900-01-01 22:04:29,Sbr. Premier Terrace-Term. Kampung Rambutan,A210,B001,01:26:32
ZUWU498R1O45NV,213115245142137,emoney,Estiono Simbolon,F,1994,JAK.80,Rawa Buaya - Rawa Kompeni,arah balik,0,2023-04-07,1900-01-01 17:53:48,1900-01-01 19:22:06,Simpang Prepedan Benda Raya-MTsN 37,A211,B003,01:28:18
TEMP090L8Q76CN,4380875529452127,dki,Tirtayasa Sitorus,F,1988,JAK.06,Kampung Rambutan - Pondok Gede,arah balik,0,2023-04-21,1900-01-01 06:48:41,1900-01-01 07:48:39,Jln. Kramat Lubang Buaya-Pertigaan Cedang 1,A212,B001,00:59:58
SWLZ168A3N29CO,3.59E+20,dki,"Drs. Iriana Lazuardi, S.Pt",F,1981,JAK.32,Lebak Bulus - Petukangan,arah balik,0,2023-04-10,1900-01-01 16:53:09,1900-01-01 18:26:50,Mushola Nurul Huda Petukangan-Jln. Manunggal II Petukangan,A213,B001,01:33:41
RIBY922V1Y05CX,4366771817472539,dki,Sadina Kurniawan,F,1991,13B,Puri Beta - Pancoran Barat,arah balik,3500,2023-04-07,1900-01-01 09:14:13,1900-01-01 09:39:09,Puri Beta 2-Cipulir,A214,B001,00:24:56
OKEJ062K2T82QV,346754681244542,emoney,Maryadi Haryanto,M,1968,JAK.03,Lebak Bulus - Andara,berangkat,0,2023-04-11,1900-01-01 18:30:06,1900-01-01 20:17:52,Simpang Adiaksa-Jln. Adiaksa II,A11,B003,01:47:46
WOVY954S6I97SG,180067269047958,emoney,Jarwa Tampubolon,F,2005,1T,Cibubur - Balai Kota,arah balik,20000,2023-04-27,1900-01-01 09:19:21,1900-01-01 10:59:31,Benhil 3-St. Sudirman 2,A215,B003,01:40:10
MKFR287M2B90IX,3581468120171962,dki,Sutan Gandewa Napitupulu,F,2008,11,Pulo Gebang - Matraman,berangkat,3500,2023-04-16,1900-01-01 10:24:41,1900-01-01 10:45:56,Flyover Klender-Walikota Jakarta Timur,A216,B001,00:21:15
TIFK169I9R12VK,6539609181866141,dki,"R.A. Ani Mahendra, S.Gz",F,1996,13C,Puri Beta - Dukuh Atas,berangkat,3500,2023-04-19,1900-01-01 17:38:22,1900-01-01 18:29:10,Cipulir-JORR,A217,B001,00:50:48
ZBRW418J0T61EZ,2259163638164343,dki,Gambira Sihombing,F,1976,JAK.112,Terminal Tanah Merah - Pulo Gadung,arah balik,0,2023-04-26,1900-01-01 09:55:08,1900-01-01 11:04:06,Jln. Kelapa Nias IV-Sbr. SDN Pegangsaan Dua 07,A157,B001,01:08:58
LZCE887O8O42LD,2647723044055343,dki,Saadat Halimah,M,1986,JAK.74,Terminal Rawamangun - Cipinang Muara,berangkat,0,2023-04-21,1900-01-01 17:23:44,1900-01-01 19:02:00,St. Klender 2-SMKN 50,A218,B001,01:38:16
LHSK423D8I19VI,30453434239088,bni,Drs. Aurora Tarihoran,F,1983,JAK.52,Terminal Kalideres - Terminal Muara Angke,berangkat,0,2023-04-15,1900-01-01 12:12:33,1900-01-01 13:43:47,SMKN 42-Sbr. Ps. Cengkareng,A219,B004,01:31:14
AWAT295W2S94BM,30243692336233,bni,Prayogo Mandala,M,1988,2B,Harapan Indah - ASMI,berangkat,3500,2023-04-05,1900-01-01 21:32:22,1900-01-01 23:16:41,KPP Pratama Cakung 2-Sbr. Ps. Ujung Menteng,A25,B004,01:44:19
BQOT575Q3L91ZH,4693229754928686,dki,Laila Pratama,F,1986,S31,Bintaro - Fatmawati,arah balik,20000,2023-04-17,1900-01-01 17:51:03,1900-01-01 19:13:01,Bintaro Xchange-St. MRT Fatmawati,A220,B001,01:21:58
FGNE774W7E05QY,4880377652769980677,brizzi,Drs. Betania Wahyuni,M,2010,JAK.120,JIS - Terminal Muara Angke,arah balik,0,2023-04-10,1900-01-01 05:47:24,1900-01-01 06:18:43,Sbr. Waduk Pluit-SD Diakonia 2,A221,B005,00:31:19
KLYG863A6D07HK,213121265875226,emoney,Jarwi Yolanda,M,2003,M13,Puri Beta 2 - Tendean,berangkat,3500,2023-04-26,1900-01-01 21:04:17,1900-01-01 22:16:23,Seskoal-Cipulir,A222,B003,01:12:06
BMEV358D5B97GY,345391204076258,emoney,Kayla Samosir,M,2000,JAK.49,Lebak Bulus - Cipulir,arah balik,0,2023-04-21,1900-01-01 08:51:09,1900-01-01 09:26:11,Jln. Gambas Kodam Bintaro-Jln. Cempedak Pesanggrahan,A223,B003,00:35:02
PHNK804M4V54IU,4.40E+20,dki,Anom Yuliarti,M,1990,JAK.29,Tanjung Priok - Sukapura,berangkat,0,2023-04-24,1900-01-01 08:17:53,1900-01-01 09:29:55,SMK Tj. Priok 2-Taman Barito Sembar,A224,B001,01:12:02
TOXM518T0L41MS,5598626771361457,dki,Karsana Budiman,F,1985,3A,Rusun Pesakih - Kalideres,berangkat,0,2023-04-03,1900-01-01 19:58:43,1900-01-01 21:37:52,Kalideres 1-Pertamina Kalideres Daan Mogot,A225,B001,01:39:09
NYYJ455I2T13IC,560124338883,flazz,"Harjaya Lazuardi, S.E.",F,1973,JAK.07,Tanah Abang - Grogol via Tawakal,arah balik,0,2023-04-19,1900-01-01 17:27:23,1900-01-01 19:10:11,Taman Juang 2-Sbr. Masjid Jami Al Hidayah Tomang,A226,B006,01:42:48
XETL379J2Y99ZP,639099174703,flazz,Surya Wacana,F,1978,11D,Pulo Gebang - Pulo Gadung 2 via PIK,arah balik,3500,2023-04-12,1900-01-01 06:34:44,1900-01-01 07:14:12,Taman Elok 1-Raya Penggilingan,A227,B006,00:39:28
ZXXA920S0G71DQ,6.57E+20,dki,Jais Thamrin,F,1995,1M,Meruya - Blok M,arah balik,3500,2023-04-11,1900-01-01 08:04:10,1900-01-01 08:29:50,Jln. H. Rohimin Swadarma-Kartini Hospital 2,A228,B001,00:25:40
FNCB350C7S50YP,371381225222392,emoney,R. Purwadi Suryatmi,M,1998,JAK.24,Senen - Pulo Gadung via Kelapa Gading,arah balik,0,2023-04-16,1900-01-01 06:05:29,1900-01-01 07:08:05,Simpang Danau Indah Raya-Sbr. Jln. H. Tamin S,A229,B003,01:02:36
HDDB651E3F57XO,348989346338960,emoney,R. Pranawa Pranowo,F,2012,JAK.113,Rusun Sindang Koja - Kp. Sawah,berangkat,0,2023-04-22,1900-01-01 05:11:59,1900-01-01 05:52:47,Jln. A Lagoa-Masjid Al Mukarromah Jampea,A230,B003,00:40:48
UETX709I0P44VW,2516083110424925,dki,Salimah Nurdiyanti,M,1965,JAK.26,Rawamangun - Duren Sawit,berangkat,0,2023-04-14,1900-01-01 19:48:33,1900-01-01 20:42:14,Arion Mall-Duren Sawit,A231,B001,00:53:41
GAUL344E7K89AI,375103944933430,emoney,Panji Marbun,F,1986,JAK.30,Grogol - Meruya via Roxy,arah balik,0,2023-04-18,1900-01-01 20:28:19,1900-01-01 22:02:09,Ruko Meruya Ilir-Minagapura,A232,B003,01:33:50
MAHN891V9S46RP,36006226446453,bni,Tgk. Galang Firmansyah,F,1985,9A,PGC 2 - Grogol 2,berangkat,3500,2023-04-11,1900-01-01 06:42:07,1900-01-01 08:37:09,Gatot Subroto Jamsostek Arah Timur-Pancoran Barat Arah Timur,A233,B004,01:55:02
RLRT265F8Y47WY,3517828003370511,dki,"Lurhur Winarno, S.H.",F,2006,1A,Pantai Maju - Balai Kota,arah balik,3500,2023-04-10,1900-01-01 06:26:16,1900-01-01 08:19:28,Gedong Panjang-Kota,A234,B001,01:53:12
BDDR310I3R33FR,4656484264640462,dki,Raisa Maryadi,F,1990,6N,Ragunan - Blok M via Kemang,arah balik,3500,2023-04-24,1900-01-01 07:54:26,1900-01-01 08:20:29,Kemang Raya 40-Puskesmas Kebayoran Baru,A235,B001,00:26:03
RABU629A2Z50DN,4827442129358526,dki,"R.A. Oliva Yuliarti, M.Kom.",F,1992,4D,Pulo Gadung 2 - Kuningan,arah balik,3500,2023-04-14,1900-01-01 19:39:59,1900-01-01 20:54:12,Halimun-Kuningan Madya,A236,B001,01:14:13
OBDV487O4E43KF,502001656953,flazz,Jaka Zulaika,F,1996,M13,Puri Beta 2 - Tendean,berangkat,3500,2023-04-11,1900-01-01 17:49:06,1900-01-01 19:36:06,Adam Malik-Puri Beta 2,A237,B006,01:47:00
ITFR390K3C77TU,584795923666,flazz,"Tgk. Dasa Pangestu, S.E.I",F,1965,7E,Kampung Rambutan - Ragunan,berangkat,3500,2023-04-07,1900-01-01 17:02:43,1900-01-01 17:57:35,Jln. Muara 1-RS Jantung Binawaluya,A238,B006,00:54:52
YBAW584C4Z87ZO,3583284755921516,dki,"Tgk. Rika Riyanti, S.Sos",F,1993,JAK.77,Tanjung Priok - Jembatan Item,arah balik,0,2023-04-24,1900-01-01 08:40:23,1900-01-01 10:29:53,Jln. Dadap-Simpang Jln. Agung Permai 1,A239,B001,01:49:30
EPTQ484J6S06WC,4066577839605,online,Asmadi Agustina,F,1983,JAK.27,Pulo Gebang - Rorotan,arah balik,0,2023-04-27,1900-01-01 07:50:57,1900-01-01 09:34:16,Gempol Baru 2-Sbr. Komplek Sltp 200,A240,B002,01:43:19
TPIR589B5J24PZ,639067876230,flazz,"Rizki Firmansyah, M.Farm",M,1976,JAK.15,Bulak Turi - Tanjung Priok,arah balik,0,2023-04-10,1900-01-01 08:40:34,1900-01-01 09:35:48,Simpang Lagoa Ciampea-Term. Tj. Priok 1,A241,B006,00:55:14
AYSR142H5I59BA,639083950241,flazz,H. Hadi Susanti,F,1992,10B,Rusun Cipinang Besar Selatan - Penas Kalimalang,berangkat,0,2023-04-25,1900-01-01 19:11:44,1900-01-01 20:02:28,Penas Kalimalang 2-STMT Trisakti 1,A242,B006,00:50:44
AGVZ697C2C84XD,371134962154892,emoney,Rahmi Nurdiyanti,F,2001,5C,PGC - Juanda,berangkat,3500,2023-04-19,1900-01-01 17:32:49,1900-01-01 19:19:53,Pal Putih-BKN,A243,B003,01:47:04
JPGV610K1A67CE,571979859337,flazz,Queen Tarihoran,M,1983,5,Matraman Baru - Ancol,berangkat,3500,2023-04-11,1900-01-01 07:19:45,1900-01-01 08:17:09,Budi Utomo-Pal Putih,A196,B006,00:57:24
VHYA716D4O16VD,2.25E+20,dki,Tirta Siregar,F,1993,1T,Cibubur - Balai Kota,arah balik,20000,2023-04-06,1900-01-01 05:33:52,1900-01-01 06:09:49,Benhil 3-Grand Sahid,A244,B001,00:35:57
PSUA806P2O58BM,4767711653196,online,Uchita Hassanah,M,1985,5,Matraman Baru - Ancol,berangkat,3500,2023-04-26,1900-01-01 20:28:03,1900-01-01 21:21:32,Tegalan-Matraman Baru,A245,B002,00:53:29
JPOJ575R5V40TZ,4885331907664776,dki,Gandi Widodo,F,1997,6C,Stasiun Tebet - Karet via Patra Kuningan,arah balik,3500,2023-04-10,1900-01-01 06:59:44,1900-01-01 07:50:45,Kemenkes 2-Sampoerna Strategic,A246,B001,00:51:01
DBOD967E2F44DQ,4920568766034164,dki,Latif Putra,M,1976,JAK.58,Cilincing - Rorotan,berangkat,0,2023-04-06,1900-01-01 20:54:20,1900-01-01 22:44:25,Jln. Nanggala Dewa Kembar-Koja Trade Mall,A247,B001,01:50:05
TPFM748C4O10RB,4.39E+20,dki,Titi Prasetya,F,2002,1P,Senen - Blok M,berangkat,3500,2023-04-14,1900-01-01 17:21:05,1900-01-01 18:51:41,Bundaran Senayan 2-Grand Sahid,A248,B001,01:30:36
IRGD790T3P13KX,30297544751882,bni,Halima Pangestu,F,1993,2F,Rusun Cakung Barat - Pulo Gadung,arah balik,0,2023-04-13,1900-01-01 19:13:07,1900-01-01 20:58:43,Tipar Cakung-Rusun Cakung Barat Albo,A249,B004,01:45:36
XVFS516W9I95BV,3559703923069965,dki,Darman Salahudin,M,1983,11D,Pulo Gebang - Pulo Gadung 2 via PIK,arah balik,3500,2023-04-24,1900-01-01 20:40:20,1900-01-01 22:20:27,SDN Penggilingan-Tipar Cakung,A250,B001,01:40:07
SRYZ661H9I70WT,4805645458987501,dki,"Ir. Sakura Mayasari, M.M.",F,1986,10A,Rusun Marunda - Tanjung Priok,arah balik,0,2023-04-25,1900-01-01 06:52:10,1900-01-01 07:25:47,Rusun Marunda-Rusun Marunda 1,A251,B001,00:33:37
SDWU060X6S07UW,4040507993050813597,brizzi,Imam Pradana,F,1981,5M,Kampung Melayu - Tanah Abang via Cikini,arah balik,3500,2023-04-09,1900-01-01 14:21:53,1900-01-01 14:52:09,Perpustakaan Nasional-JPO Blok G,A252,B005,00:30:16
RHUU256X1Y92RH,5348700024599545,dki,Nilam Purnawati,F,1982,BW9,Monas - Pantai Indah Kapuk,arah balik,0,2023-04-10,1900-01-01 08:09:17,1900-01-01 09:15:58,IRTI-Food Street,A253,B001,01:06:41
MBSZ440C3R86OV,379645412081015,emoney,Maras Megantara,M,1994,JAK.113,Rusun Sindang Koja - Kp. Sawah,berangkat,0,2023-04-13,1900-01-01 11:12:27,1900-01-01 12:11:48,EKS Komplek Gaya Motor-Jln. Lorong 5,A254,B003,00:59:21
PAQB054F7O09HV,4547245090487583462,brizzi,Padmi Marpaung,F,1992,4E,Rusun Jatinegara Kaum - Pulo Gadung,berangkat,0,2023-04-03,1900-01-01 16:04:28,1900-01-01 17:21:09,Pulo Gadung-Jln. Swadaya Pln,A255,B005,01:16:41
ENAN537W3P56GH,589057391023,flazz,Vega Anggraini,F,1990,JAK.35,Pangkalan Jati - Rawamangun,berangkat,0,2023-04-21,1900-01-01 08:52:26,1900-01-01 10:14:07,SDN Jati 07-Komplek Wijaya Kusuma 1,A142,B006,01:21:41
AGMV387K4M82FE,347105556938180,emoney,Agnes Oktaviani,F,1993,T11,Poris Plawad - Bundaran Senayan,berangkat,3500,2023-04-17,1900-01-01 19:23:47,1900-01-01 21:06:14,Senayan JCC Arah Barat-Slipi Kemanggisan Arah Utara,A256,B003,01:42:27
TDCH651H4U58TI,3576239635494729,dki,Harsaya Natsir,F,1970,JAK.44,Andara - Stasiun Universitas Pancasila,arah balik,0,2023-04-26,1900-01-01 06:58:19,1900-01-01 07:52:46,Sbr. Sekolah Islam Al Azhar Jagakarsa-Gg. H. Ali,A257,B001,00:54:27
PGKQ390O3T04DX,3529040558177467,dki,Dr. Karen Halim,F,1987,5F,Kampung Melayu - Tanah Abang,berangkat,3500,2023-04-18,1900-01-01 20:03:30,1900-01-01 21:54:23,Casablanca-Telkom Tebet,A258,B001,01:50:53
AGSG294I8A22MU,30118628845442,bni,"Rahayu Farida, S.Kom",M,1980,JAK.110A,Rusun Marunda - Terminal Terpadu Pulo Gebang,berangkat,0,2023-04-15,1900-01-01 05:16:10,1900-01-01 06:19:28,SMKN 4-Jln. Rorotan V Gg. 1,A259,B004,01:03:18
LWNV782W4C75QC,6011030576594056,dki,Jamalia Permadi,F,1981,6C,Stasiun Tebet - Karet via Patra Kuningan,arah balik,3500,2023-04-14,1900-01-01 08:26:32,1900-01-01 09:14:57,UPT. LLHD 1-Karet Pedurenan 1,A260,B001,00:48:25
RTBN894Z7T89VF,60404498697,flazz,Sutan Imam Nasyidah,M,1989,JAK.11,Tanah Abang - Kebayoran Lama,berangkat,0,2023-04-26,1900-01-01 21:16:37,1900-01-01 23:13:15,Jln. Asshofa Raya-Sbr. Sekolah Bethel,A261,B006,01:56:38
ESUS052E4J08SF,676192275250,flazz,dr. Nova Mardhiyah,F,1971,8C,Kebayoran Lama - Tanah Abang,arah balik,3500,2023-04-25,1900-01-01 09:19:41,1900-01-01 10:52:46,Yayasan Muhammadiyah 2-Pospol Jati Bunder,A262,B006,01:33:05
TYPR243O6Z00UZ,4905734029265594,dki,Ega Andriani,F,1990,1P,Senen - Blok M,berangkat,3500,2023-04-11,1900-01-01 17:10:28,1900-01-01 18:58:40,Bank Indonesia 2-St. Gambir 2,A263,B001,01:48:12
YBQM786X1X19RZ,4097122165824,online,Dewi Mansur,M,1994,8K,Batusari - Grogol,arah balik,3500,2023-04-27,1900-01-01 17:46:21,1900-01-01 19:08:13,Komplek Kodam Jaya Kb. Jeruk-SMPN 127,A264,B002,01:21:52
CXTT204W4E56DF,3562084958981605,dki,Cakrawangsa Permadi,F,2010,JAK.45,Lebak Bulus - Ragunan,berangkat,0,2023-04-17,1900-01-01 06:14:19,1900-01-01 07:13:32,PLN Corporate University 2-Sbr. SMAN 66,A265,B001,00:59:13
TVAB556F5D78KC,180032476190454,emoney,"R.A. Farhunnisa Firmansyah, M.Pd",F,1996,6B,Ragunan - MH Thamrin via Semanggi,berangkat,3500,2023-04-11,1900-01-01 05:48:21,1900-01-01 06:21:18,Tosari-Jati Padang,A266,B003,00:32:57
SBOI321Y3A34WJ,3527853482331808,dki,Puti Paris Marpaung,M,2003,13B,Puri Beta - Pancoran Barat,arah balik,3500,2023-04-13,1900-01-01 17:44:15,1900-01-01 18:56:39,Rawa Barat-Pancoran Barat Arah Timur,A267,B001,01:12:24
IJWV537C0V40CK,347105556938180,emoney,Agnes Oktaviani,F,1993,T11,Poris Plawad - Bundaran Senayan,arah balik,3500,2023-04-03,1900-01-01 07:01:55,1900-01-01 08:18:29,Hotel Olive 1-Palem Semi 1,A268,B003,01:16:34
UQTE197T6F06HV,676274145736,flazz,Edi Lazuardi,M,1995,11B,Rusun Rawa Bebek - Penggilingan,arah balik,0,2023-04-27,1900-01-01 21:55:50,1900-01-01 23:07:24,Walikota Jakarta Timur 2-Penggilingan 1,A22,B006,01:11:34
TXNO063M6P06RI,4437250881603997453,brizzi,Mala Salahudin,F,1983,JAK.86,Term. Rawamangun - Term. Manggarai,arah balik,0,2023-04-25,1900-01-01 06:06:50,1900-01-01 06:29:45,Jln. Cipinang Timur Persahabatan-Flyover Jatinegara Atas,A170,B005,00:22:55
POLG318O8P43HD,676283044227,flazz,Keisha Handayani,M,1984,6P,Cibubur - Kuningan,berangkat,20000,2023-04-06,1900-01-01 07:51:50,1900-01-01 08:26:48,Tempo Scan-Rest Area TMII,A30,B006,00:34:58
KHDD346O8Q81YP,3563958892124142,dki,Hj. Humaira Saputra,F,2007,JAK.25,Kp. Rambutan - Kalisari,arah balik,0,2023-04-08,1900-01-01 17:38:39,1900-01-01 18:24:28,Sbr. Bumi Gotong Royong-Sbr. Gg. Saorma Kalisari,A269,B001,00:45:49
BREB630K3D06BU,180005977764266,emoney,Latif Dongoran,F,2001,11C,Rusun Pinus Elok - Rusun Pulo Gebang,berangkat,0,2023-04-23,1900-01-01 13:53:07,1900-01-01 15:30:54,Pintu Exit Term. Pulo Gebang-Perum Tpi 1,A270,B003,01:37:47
WQSH736R2K17ZP,4868766606269426510,brizzi,Paulin Nugroho,M,1984,JAK.39,Kalimalang - Duren Sawit,arah balik,0,2023-04-12,1900-01-01 05:23:28,1900-01-01 06:04:15,Jln. Swakarsa IV Pondok Kelapa-Klapa Village Pondok Kelapa,A271,B005,00:40:47
LMZA751Z0H70BP,6505428590869475,dki,dr. Janet Budiyanto,M,1965,4E,Rusun Jatinegara Kaum - Pulo Gadung,arah balik,0,2023-04-16,1900-01-01 07:18:42,1900-01-01 07:52:51,Pool Mayasari Bakti-Pool PPD Kec. Pulo Gadung,A272,B001,00:34:09
OEEI454S2I82UW,3517828003370511,dki,"Lurhur Winarno, S.H.",F,2006,1A,Pantai Maju - Balai Kota,berangkat,3500,2023-04-18,1900-01-01 21:50:23,1900-01-01 22:59:23,Gold Coast-Pantai Maju,A273,B001,01:09:00
PXFW604J9N82KP,340858239719917,emoney,"Yance Pratama, S.Kom",F,1994,6N,Ragunan - Blok M via Kemang,arah balik,3500,2023-04-06,1900-01-01 16:27:27,1900-01-01 17:55:58,Ampera 3-Jln. Kenanga,A274,B003,01:28:31
FVUN890X6W82YR,3585765705663958,dki,Ibun Kusumo,F,1967,9D,Pasar Minggu - Tanah Abang,arah balik,3500,2023-04-25,1900-01-01 06:23:00,1900-01-01 07:09:48,Balai Kartini-Nifarro Park,A275,B001,00:46:48
XSPZ140R9P22LU,2.26E+20,dki,"T. Parman Sinaga, S.H.",M,1992,JAK.32,Lebak Bulus - Petukangan,arah balik,0,2023-04-24,1900-01-01 17:35:30,1900-01-01 18:35:04,Ruko Pondok Pinang Centre-Simpang Sabar Raya 1,A276,B001,00:59:34
